,target_id,length,eff_length,est_counts,tpm,strain_name_x,gene_name,taxonomy
108,Aazo_0136-NC_014248,982,932.0,0.0,0.0,'Nostoc azollae' 0708,DNA polymerase I (EC:2.7.7.7); K02335 DNA polymerase I [EC:2.7.7.7],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
109,Aazo_0137-NC_014248,231,181.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
110,Aazo_0138-NC_014248,279,229.0,0.0,0.0,'Nostoc azollae' 0708,Cof-like hydrolase; K07024,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
111,Aazo_0139-NC_014248,306,256.0,0.0,0.0,'Nostoc azollae' 0708,DALR anticodon-binding domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
112,Aazo_0140-NC_014248,239,189.0,0.0,0.0,'Nostoc azollae' 0708,putative Crp/Fnr family transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
113,Aazo_0142-NC_014248,41,1.00003,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
114,Aazo_0146-NC_014248,337,287.0,0.0,0.0,'Nostoc azollae' 0708,"transcriptional regulator, LysR family",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
115,Aazo_0147-NC_014248,238,188.0,0.0,0.0,'Nostoc azollae' 0708,NnrUfamily protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
116,Aazo_0148-NC_014248,39,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
117,Aazo_0149-NC_014248,128,78.0,0.0,0.0,'Nostoc azollae' 0708,thioredoxin domain-containing protein; K03671 thioredoxin 1,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
118,Aazo_0150-NC_014248,695,645.0,0.0,0.0,'Nostoc azollae' 0708,proton-translocating NADH-quinone oxidoreductase subunit L (EC:1.6.99.5); K05577 NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
119,Aazo_0152-NC_014248,239,189.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
120,Aazo_0153-NC_014248,129,79.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
121,Aazo_0154-NC_014248,97,47.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
122,Aazo_0155-NC_014248,50,1.2105,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
123,Aazo_0156-NC_014248,117,67.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
124,Aazo_0157-NC_014248,192,142.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
125,Aazo_0158-NC_014248,269,219.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
126,Aazo_0159-NC_014248,164,114.0,0.0,0.0,'Nostoc azollae' 0708,methionine-R-sulfoxide reductase (EC:1.8.4.12); K07305 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
127,Aazo_0160-NC_014248,257,207.0,0.0,0.0,'Nostoc azollae' 0708,glutamine amidotransferase class-II; K07008 glutamine amidotransferase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
128,Aazo_0162-NC_014248,42,1.00007,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
129,Aazo_0163-NC_014248,597,547.0,0.0,0.0,'Nostoc azollae' 0708,prolyl-tRNA synthetase (EC:6.1.1.15); K01881 prolyl-tRNA synthetase [EC:6.1.1.15],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
130,Aazo_0164-NC_014248,217,167.0,0.0,0.0,'Nostoc azollae' 0708,16S rRNA processing protein RimM; K02860 16S rRNA processing protein RimM,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
131,Aazo_0165-NC_014248,427,377.0,0.0,0.0,'Nostoc azollae' 0708,class I/II aminotransferase; K00835 valine--pyruvate aminotransferase [EC:2.6.1.66],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
132,Aazo_0167-NC_014248,151,101.0,0.0,0.0,'Nostoc azollae' 0708,transposase IS4 family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
133,Aazo_0169-NC_014248,524,474.0,0.0,0.0,'Nostoc azollae' 0708,proton-translocating NADH-quinone oxidoreductase subunit M; K05575 NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
134,Aazo_0170-NC_014248,77,27.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
135,Aazo_0175-NC_014248,255,205.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
136,Aazo_0176-NC_014248,378,328.0,0.0,0.0,'Nostoc azollae' 0708,response regulator receiver modulated serine phosphatase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
137,Aazo_0177-NC_014248,108,58.0,0.0,0.0,'Nostoc azollae' 0708,anti-sigma-factor antagonist,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
138,Aazo_0178-NC_014248,230,180.0,0.0,0.0,'Nostoc azollae' 0708,XRE family transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
139,Aazo_0180-NC_014248,533,483.0,0.0,0.0,'Nostoc azollae' 0708,SpoIID/LytB domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
140,Aazo_0181-NC_014248,99,49.0,0.0,0.0,'Nostoc azollae' 0708,(2Fe-2S) ferredoxin; K02639 ferredoxin,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
141,Aazo_0182-NC_014248,335,285.0,0.0,0.0,'Nostoc azollae' 0708,oxidoreductase domain-containing protein; K00214 biliverdin reductase [EC:1.3.1.24],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
142,Aazo_0183-NC_014248,262,212.0,0.0,0.0,'Nostoc azollae' 0708,methionine aminopeptidase; K01265 methionyl aminopeptidase [EC:3.4.11.18],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
143,Aazo_0185-NC_014248,84,34.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
144,Aazo_0187-NC_014248,80,30.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
145,Aazo_0188-NC_014248,233,183.0,0.0,0.0,'Nostoc azollae' 0708,"alkylhydroperoxidase like protein, AhpD family",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
146,Aazo_0189-NC_014248,448,398.0,0.0,0.0,'Nostoc azollae' 0708,pentapeptide repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
147,Aazo_0190-NC_014248,321,271.0,0.0,0.0,'Nostoc azollae' 0708,light-dependent protochlorophyllide reductase (EC:1.3.1.33); K00218 protochlorophyllide reductase [EC:1.3.1.33],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
148,Aazo_0191-NC_014248,250,200.0,0.0,0.0,'Nostoc azollae' 0708,tetratricopeptide repeat protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
149,Aazo_0192-NC_014248,72,22.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
150,Aazo_0193-NC_014248,134,84.0,0.0,0.0,'Nostoc azollae' 0708,photosystem II protein Psb27; K08902 photosystem II Psb27 protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
151,Aazo_0194-NC_014248,382,332.0,0.0,0.0,'Nostoc azollae' 0708,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit; K11781 FO synthase subunit 2 [EC:2.5.1.77]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
152,Aazo_0195-NC_014248,523,473.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
153,Aazo_0196-NC_014248,563,513.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
154,Aazo_0197-NC_014248,413,363.0,0.0,0.0,'Nostoc azollae' 0708,dolichyl-phosphate beta-D-mannosyltransferase (EC:2.4.1.83); K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
155,Aazo_0198-NC_014248,178,128.0,0.0,0.0,'Nostoc azollae' 0708,exonuclease RNase T and DNA polymerase III,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
156,Aazo_0199-NC_014248,94,44.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
157,Aazo_0200-NC_014248,57,7.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
158,Aazo_0201-NC_014248,28,1.0,0.0,0.0,'Nostoc azollae' 0708,PetN family protein; K03689 cytochrome b6-f complex subunit 8,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
159,Aazo_0202-NC_014248,53,3.0139,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
160,Aazo_0203-NC_014248,928,878.0,0.0,0.0,'Nostoc azollae' 0708,GAF sensor signal transduction histidine kinase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
161,Aazo_0204-NC_014248,69,19.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
162,Aazo_0205-NC_014248,34,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
163,Aazo_0207-NC_014248,207,157.0,0.0,0.0,'Nostoc azollae' 0708,anaerobic ribonucleoside-triphosphate reductase activating protein; K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
164,Aazo_0208-NC_014248,134,84.0,0.0,0.0,'Nostoc azollae' 0708,response regulator receiver protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
165,Aazo_0209-NC_014248,176,126.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
166,Aazo_0210-NC_014248,140,90.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
167,Aazo_0212-NC_014248,41,1.00003,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
168,Aazo_0214-NC_014248,965,915.0,0.0,0.0,'Nostoc azollae' 0708,beta-phosphoglucomutase; K01838 beta-phosphoglucomutase [EC:5.4.2.6],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
169,Aazo_0215-NC_014248,809,759.0,0.0,0.0,'Nostoc azollae' 0708,sucrose synthase (EC:2.4.1.13); K00695 sucrose synthase [EC:2.4.1.13],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
170,Aazo_0216-NC_014248,34,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
171,Aazo_0217-NC_014248,97,47.0,0.0,0.0,'Nostoc azollae' 0708,heterocyst formation protein HetP-like protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
172,Aazo_0219-NC_014248,72,22.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
173,Aazo_0225-NC_014248,1418,1368.0,0.0,0.0,'Nostoc azollae' 0708,multi-sensor hybrid histidine kinase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
174,Aazo_0227-NC_014248,631,581.0,0.0,0.0,'Nostoc azollae' 0708,MCP methyltransferase (EC:2.1.1.80); K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
175,Aazo_0228-NC_014248,73,23.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
176,Aazo_0229-NC_014248,64,14.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
177,Aazo_0232-NC_014248,82,32.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
178,Aazo_0233-NC_014248,452,402.0,0.0,0.0,'Nostoc azollae' 0708,"MATE efflux family protein; K03327 multidrug resistance protein, MATE family",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
179,Aazo_0234-NC_014248,159,109.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
180,Aazo_0235-NC_014248,402,352.0,0.0,0.0,'Nostoc azollae' 0708,integral membrane sensor signal transduction histidine kinase (EC:2.7.13.3),Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
181,Aazo_0236-NC_014248,218,168.0,0.0,0.0,'Nostoc azollae' 0708,LuxR family two component transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
182,Aazo_0237-NC_014248,51,1.52009,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
183,Aazo_0239-NC_014248,68,18.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
184,Aazo_0241-NC_014248,57,7.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
185,Aazo_0245-NC_014248,107,57.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
186,Aazo_0248-NC_014248,150,100.0,0.0,0.0,'Nostoc azollae' 0708,response regulator receiver protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
187,Aazo_0252-NC_014248,93,43.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
188,Aazo_0253-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
189,Aazo_0256-NC_014248,742,692.0,0.0,0.0,'Nostoc azollae' 0708,photosystem I core protein PsaB; K02690 photosystem I P700 chlorophyll a apoprotein A2,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
190,Aazo_0257-NC_014248,207,157.0,0.0,0.0,'Nostoc azollae' 0708,NADH-plastoquinone oxidoreductase subunit I,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
191,Aazo_0261-NC_014248,32,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
192,Aazo_0262-NC_014248,187,137.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
193,Aazo_0263-NC_014248,45,1.0015,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
194,Aazo_0265-NC_014248,128,78.0,0.0,0.0,'Nostoc azollae' 0708,transposase IS4 family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
195,Aazo_0271-NC_014248,295,245.0,0.0,0.0,'Nostoc azollae' 0708,short-chain dehydrogenase/reductase SDR,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
196,Aazo_0272-NC_014248,351,301.0,0.0,0.0,'Nostoc azollae' 0708,D-alanine/D-alanine ligase (EC:6.3.2.4); K01921 D-alanine-D-alanine ligase [EC:6.3.2.4],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
197,Aazo_0273-NC_014248,56,6.0,0.0,0.0,'Nostoc azollae' 0708,transposase IS4,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
198,Aazo_0274-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
199,Aazo_0275-NC_014248,79,29.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
200,Aazo_0278-NC_014248,318,268.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
201,Aazo_0279-NC_014248,676,626.0,0.0,0.0,'Nostoc azollae' 0708,small GTP-binding protein; K02355 elongation factor G,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
202,Aazo_0282-NC_014248,116,66.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
203,Aazo_0283-NC_014248,148,98.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
204,Aazo_0284-NC_014248,74,24.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
205,Aazo_0286-NC_014248,63,13.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
206,Aazo_0287-NC_014248,427,377.0,0.0,0.0,'Nostoc azollae' 0708,carboxyl-terminal protease (EC:3.4.21.102); K03797 carboxyl-terminal processing protease [EC:3.4.21.102],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
207,Aazo_0288-NC_014248,884,834.0,0.0,0.0,'Nostoc azollae' 0708,multi-sensor signal transduction histidine kinase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
208,Aazo_0290-NC_014248,114,64.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
209,Aazo_0293-NC_014248,151,101.0,0.0,0.0,'Nostoc azollae' 0708,PBS lyase HEAT domain-containing protein repeat-containing protein; K02632 bilin biosynthesis PecF protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
210,Aazo_0294-NC_014248,261,211.0,0.0,0.0,'Nostoc azollae' 0708,PBS lyase HEAT domain-containing protein repeat-containing protein; K02631 bilin biosynthesis PecE protein [EC:4.-.-.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
211,Aazo_0295-NC_014248,277,227.0,0.0,0.0,'Nostoc azollae' 0708,phycobilisome linker polypeptide; K02630 phycoerythrocyanin-associated rod linker protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
212,Aazo_0296-NC_014248,162,112.0,0.0,0.0,'Nostoc azollae' 0708,phycocyanin; K02628 phycoerythrocyanin alpha chain,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
213,Aazo_0297-NC_014248,172,122.0,0.0,0.0,'Nostoc azollae' 0708,phycocyanin; K02629 phycoerythrocyanin beta chain,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
214,Aazo_0298-NC_014248,230,180.0,0.0,0.0,'Nostoc azollae' 0708,winged helix family two component transcriptional regulator,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
215,Aazo_0299-NC_014248,407,357.0,0.0,0.0,'Nostoc azollae' 0708,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC:1.17.7.1); K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
