strain_name	peptide_count	taxonomy
Microscilla marina ATCC 23134	8319	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Microscilla;Microscilla marina ATCC 23134
Pontibacter BAB1700	4044	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;Pontibacter BAB1700
Pontibacter actiniarum DSM 19842	4342	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;Pontibacter actiniarum DSM 19842
Runella slithyformis DSM 19594	20387	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Runella;Runella slithyformis DSM 19594
Spirosoma linguale DSM 74	7067	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma linguale DSM 74
Amoebophilus asiaticus 5a2	1334	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Flammeovirgaceae;Amoebophilus;Amoebophilus asiaticus 5a2
Cardinium endosymbiont cEper1 of Encarsia pergandiella	904	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Flammeovirgaceae;Cardinium;Cardinium endosymbiont cEper1 of Encarsia pergandiella
Fulvivirga imtechensis AK7	5958	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;Fulvivirga imtechensis AK7
Marivirga tractuosa DSM 4126	3808	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Flammeovirgaceae;Marivirga;Marivirga tractuosa DSM 4126
Rhodothermus marinus	2	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Order II Incertae Sedis;Rhodothermaceae;Rhodothermus;Rhodothermus marinus
Rhodothermus marinus DSM 4252	2914	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Order II Incertae Sedis;Rhodothermaceae;Rhodothermus;Rhodothermus marinus DSM 4252
Rhodothermus marinus SG0.5JP17-172	2838	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Order II Incertae Sedis;Rhodothermaceae;Rhodothermus;Rhodothermus marinus SG0.5JP17-172
Salinibacter ruber DSM 13855	2833	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Order II Incertae Sedis;Rhodothermaceae;Salinibacter;Salinibacter ruber DSM 13855
Salinibacter ruber M8	3257	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Order II Incertae Sedis;Rhodothermaceae;Salinibacter;Salinibacter ruber M8
Flavobacteria bacterium MS024-2A	3544	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteria_X;Flavobacteria_XX;Flavobacteria_XXXX;Flavobacteria bacterium MS024-2A
Blattabacterium (Blaberus giganteus)	576	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Blaberus giganteus)
Blattabacterium (Blatta orientalis) str. Tarazona	579	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Blatta orientalis) str. Tarazona
Blattabacterium (Blattella germanica) str. Bge	590	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Blattella germanica) str. Bge
Blattabacterium (Cryptocercus punctulatus) str. Cpu	548	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Cryptocercus punctulatus) str. Cpu
Blattabacterium (Mastotermes darwiniensis) str. MADAR	541	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Mastotermes darwiniensis) str. MADAR
Blattabacterium (Panesthia angustipennis spadica) str. BPAA	575	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Panesthia angustipennis spadica) str. BPAA
Blattabacterium (Periplaneta americana) str. BPLAN	582	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium (Periplaneta americana) str. BPLAN
Sulcia muelleri CARI	246	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Sulcia;Sulcia muelleri CARI
Sulcia muelleri DMIN	226	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Sulcia;Sulcia muelleri DMIN
Sulcia muelleri GWSS	227	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Sulcia;Sulcia muelleri GWSS
Sulcia muelleri SMDSEM	242	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Sulcia;Sulcia muelleri SMDSEM
Sulcia muelleri str. Hc (Homalodisca coagulata)	179	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Sulcia;Sulcia muelleri str. Hc (Homalodisca coagulata)
Fluviicola taffensis DSM 16823	4082	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Cryomorphaceae;Fluviicola;Fluviicola taffensis DSM 16823
Owenweeksia hongkongensis DSM 17368	3485	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia hongkongensis DSM 17368
Aequorivita sublithincola DSM 14238	3198	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Aequorivita;Aequorivita sublithincola DSM 14238
Bergeyella zoohelcum ATCC 43767	57	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Bergeyella;Bergeyella zoohelcum ATCC 43767
Bizionia argentinensis JUB59	3095	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Bizionia;Bizionia argentinensis JUB59
Capnocytophaga canimorsus	4	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga canimorsus
Capnocytophaga canimorsus Cc5	2404	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga canimorsus Cc5
Capnocytophaga gingivalis ATCC 33624	2588	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga gingivalis ATCC 33624
Capnocytophaga ochracea DSM 7271	2193	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea DSM 7271
Capnocytophaga ochracea F0287	2333	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea F0287
Capnocytophaga oral taxon 329 str. F0087	6275	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga oral taxon 329 str. F0087
Capnocytophaga oral taxon 338 str. F0234	2445	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga oral taxon 338 str. F0234
Capnocytophaga sputigena ATCC 33612	2672	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga sputigena ATCC 33612
Cellulophaga algicola DSM 14237	4282	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga algicola DSM 14237
Cellulophaga lytica DSM 7489	3303	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga lytica DSM 7489
Chryseobacterium gleum	5296	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium gleum
Chryseobacterium gleum ATCC 35910	5279	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium gleum ATCC 35910
Croceibacter atlanticus HTCC2559	2702	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Croceibacter;Croceibacter atlanticus HTCC2559
Dokdonia donghaensis MED134	3283	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia donghaensis MED134
Elizabethkingia anophelis Ag1	3648	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia anophelis Ag1
Elizabethkingia anophelis R26	3687	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia anophelis R26
Flavobacteriaceae bacterium HQM9	3372	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium;Flavobacteriaceae bacterium HQM9
Flavobacteriaceae bacterium S85	2811	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae bacterium;Flavobacteriaceae bacterium S85
Flavobacteriaceae bacterium 3519-10	2534	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_X;Flavobacteriaceae bacterium 3519-10
Flavobacteria bacterium BAL38	2612	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacteria bacterium BAL38
Flavobacterium KI723T1	4	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium KI723T1
Flavobacterium KP1	2	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium KP1
Flavobacterium branchiophilum FL-15	2872	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium branchiophilum FL-15
Flavobacterium columnare ATCC 49512	2642	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium columnare ATCC 49512
Flavobacterium indicum GPTSA100-9	2671	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium indicum GPTSA100-9
Flavobacterium johnsoniae UW101	5017	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium johnsoniae UW101
Flavobacterium psychrophilum D12	3	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium psychrophilum D12
Flavobacterium psychrophilum JIP02/86	2412	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium psychrophilum JIP02/86
Galbibacter marinus	3099	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Galbibacter;Galbibacter marinus
Gillisia limnaea DSM 15749	20387	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Gillisia;Gillisia limnaea DSM 15749
Gramella forsetii KT0803	3584	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Gramella;Gramella forsetii KT0803
Imtechella halotolerans K1	2694	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Imtechella halotolerans;Imtechella halotolerans K1
Joostella marina DSM 19592	3858	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Joostella;Joostella marina DSM 19592
Kordia algicida OT-1	4514	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Kordia;Kordia algicida OT-1
Krokinobacter 4H-3-7-5	2978	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Krokinobacter;Krokinobacter 4H-3-7-5
Lacinutrix 5H-3-7-4	2967	Bacteria;Bacteroidetes/Chlorobi group;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Lacinutrix;Lacinutrix 5H-3-7-4
